V1	V3	V13	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
Ab_contig_2599	P25773	7.78e-22	NA	NA	NA	NA
Ab_contig_2606	Q5F428	1.73e-26	NA	NA	NA	NA
Ab_contig_2611	F1Q8W0	2.91e-55	NA	NA	NA	NA
Ab_contig_2613	Q9VZN4	1.27e-58	NA	NA	NA	NA
Ab_contig_2620	Q4VIT4	1.58e-23	NA	NA	NA	NA
Ab_contig_2625	P36873	2.64e-60	NA	NA	NA	NA
Ab_contig_2626	Q18786	8.19e-54	NA	NA	NA	NA
Ab_contig_2627	A1A547	7.06e-24	Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)	Mus musculus (Mouse)	antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; biological process involved in interaction with host [GO:0051701]; defense response to Gram-positive bacterium [GO:0050830]; detection of bacterium [GO:0016045]; innate immune response [GO:0045087]; killing of cells of another organism [GO:0031640]; negative regulation of natural killer cell differentiation involved in immune response [GO:0032827]; negative regulation of type II interferon production [GO:0032689]; peptidoglycan catabolic process [GO:0009253]	GO:0005576; GO:0008270; GO:0008745; GO:0009253; GO:0016019; GO:0016045; GO:0031640; GO:0032689; GO:0032827; GO:0032991; GO:0042834; GO:0045087; GO:0046982; GO:0050830; GO:0051701; GO:0061844
Ab_contig_2630	Q1HPL8	2.47e-38	NA	NA	NA	NA
Ab_contig_2631	P07943	4.86e-48	Aldo-keto reductase family 1 member B1 (EC 1.1.1.21) (EC 1.1.1.300) (EC 1.1.1.372) (EC 1.1.1.54) (Aldehyde reductase) (Aldose reductase) (AR)	Rattus norvegicus (Rat)	cellular hyperosmotic salinity response [GO:0071475]; cellular response to methylglyoxal [GO:0097238]; cellular response to peptide [GO:1901653]; daunorubicin metabolic process [GO:0044597]; doxorubicin metabolic process [GO:0044598]; epithelial cell maturation [GO:0002070]; fructose biosynthetic process [GO:0046370]; inner medullary collecting duct development [GO:0072061]; L-ascorbic acid biosynthetic process [GO:0019853]; maternal process involved in female pregnancy [GO:0060135]; metanephric collecting duct development [GO:0072205]; monosaccharide metabolic process [GO:0005996]; negative regulation of apoptotic process [GO:0043066]; norepinephrine metabolic process [GO:0042415]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of smooth muscle cell proliferation [GO:0048661]; regulation of urine volume [GO:0035809]; renal water homeostasis [GO:0003091]; response to thyroid hormone [GO:0097066]; retinoid metabolic process [GO:0001523]; sorbitol biosynthetic process [GO:0006061]; stress-activated protein kinase signaling cascade [GO:0031098]; tissue homeostasis [GO:0001894]	GO:0001523; GO:0001758; GO:0001894; GO:0002070; GO:0003091; GO:0004032; GO:0005615; GO:0005829; GO:0005996; GO:0006061; GO:0018505; GO:0019853; GO:0031098; GO:0032838; GO:0033010; GO:0035809; GO:0036130; GO:0042415; GO:0042629; GO:0043066; GO:0043220; GO:0043795; GO:0044597; GO:0044598; GO:0046370; GO:0046427; GO:0047655; GO:0047939; GO:0047956; GO:0048471; GO:0048661; GO:0052650; GO:0060135; GO:0071475; GO:0072061; GO:0072205; GO:0097066; GO:0097238; GO:0097454; GO:1901653
Ab_contig_2659	Q19722	2.14e-29	NA	NA	NA	NA
Ab_contig_2673	P29775	2.64e-37	NA	NA	NA	NA
Ab_contig_2676	P51688	4.54e-41	NA	NA	NA	NA
Ab_contig_2687	P42577	1.15e-23	NA	NA	NA	NA
Ab_contig_2689	Q6PDU7	1.16e-25	NA	NA	NA	NA
Ab_contig_2705	P26224	1.54e-23	NA	NA	NA	NA
Ab_contig_2714	Q9W6X3	2.83e-24	NA	NA	NA	NA
Ab_contig_2720	P84336	6.87e-36	NA	NA	NA	NA
Ab_contig_2722	Q3T112	1.27e-23	NA	NA	NA	NA
Ab_contig_2732	Q8C5L3	3.27e-50	NA	NA	NA	NA
Ab_contig_2741	Q99442	5.1e-49	NA	NA	NA	NA
Ab_contig_2752	O08585	4.22e-27	NA	NA	NA	NA
Ab_contig_2761	Q13454	6.14e-61	NA	NA	NA	NA
Ab_contig_2762	H9JW44	5.14e-32	NA	NA	NA	NA
Ab_contig_2769	Q4V8T0	2.18e-34	NA	NA	NA	NA
Ab_contig_2789	Q9V3P0	4.62e-62	NA	NA	NA	NA
Ab_contig_2801	P22304	3.12e-33	NA	NA	NA	NA
Ab_contig_2806	Q7ZTZ2	4.25e-44	NA	NA	NA	NA
Ab_contig_2813	P41938	7.42e-38	NA	NA	NA	NA
Ab_contig_2837	P86223	4.78e-32	NA	NA	NA	NA
Ab_contig_2845	P63081	3.8e-47	NA	NA	NA	NA
Ab_contig_2878	Q78P75	2.81e-46	NA	NA	NA	NA
Ab_contig_2891	Q9QY36	2.14e-35	NA	NA	NA	NA
Ab_contig_2901	Q792I0	6.17e-29	NA	NA	NA	NA
Ab_contig_2908	P60843	1.43e-63	NA	NA	NA	NA
Ab_contig_2909	Q8SZA8	1.48e-52	NA	NA	NA	NA
Ab_contig_2918	P08503	9.02e-42	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7)	Rattus norvegicus (Rat)	cardiac muscle cell differentiation [GO:0055007]; carnitine biosynthetic process [GO:0045329]; carnitine metabolic process [GO:0009437]; carnitine metabolic process, CoA-linked [GO:0019254]; fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; glycogen biosynthetic process [GO:0005978]; heart development [GO:0007507]; liver development [GO:0001889]; medium-chain fatty acid catabolic process [GO:0051793]; medium-chain fatty acid metabolic process [GO:0051791]; organic acid metabolic process [GO:0006082]; post-embryonic development [GO:0009791]; regulation of gluconeogenesis [GO:0006111]; response to cold [GO:0009409]; response to copper ion [GO:0046688]; response to glucocorticoid [GO:0051384]; response to hormone [GO:0009725]; response to nutrient [GO:0007584]; response to starvation [GO:0042594]; response to xenobiotic stimulus [GO:0009410]	GO:0001889; GO:0003995; GO:0005737; GO:0005739; GO:0005759; GO:0005978; GO:0006082; GO:0006111; GO:0006635; GO:0007507; GO:0007584; GO:0009409; GO:0009410; GO:0009437; GO:0009725; GO:0009791; GO:0016853; GO:0019254; GO:0030424; GO:0031966; GO:0033539; GO:0042594; GO:0042802; GO:0042803; GO:0045329; GO:0046688; GO:0050660; GO:0051384; GO:0051791; GO:0051793; GO:0055007; GO:0070991
Ab_contig_2922	Q7T2D4	4.67e-40	NA	NA	NA	NA
Ab_contig_2926	O00303	3.62e-70	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)	Homo sapiens (Human)	formation of cytoplasmic translation initiation complex [GO:0001732]; IRES-dependent viral translational initiation [GO:0075522]; proteolysis [GO:0006508]; translational initiation [GO:0006413]	GO:0001732; GO:0003743; GO:0004843; GO:0005829; GO:0005852; GO:0006413; GO:0006508; GO:0016020; GO:0016282; GO:0031369; GO:0033290; GO:0042802; GO:0045202; GO:0071541; GO:0075522; GO:0140492
Ab_contig_2927	O18993	1.49e-21	NA	NA	NA	NA
Ab_contig_2947	Q96HJ9	7.43e-22	NA	NA	NA	NA
Ab_contig_2949	P51544	9.07e-75	NA	NA	NA	NA
Ab_contig_2964	Q9ULW3	3.69e-21	NA	NA	NA	NA
Ab_contig_2971	P15287	2.48e-38	NA	NA	NA	NA
Ab_contig_2984	A3DH97	4.17e-27	NA	NA	NA	NA
Ab_contig_2996	Q1JPX3	1.36e-40	NA	NA	NA	NA
Ab_contig_3017	O18373	6.3e-43	NA	NA	NA	NA
Ab_contig_3020	P00687	1.52e-27	Alpha-amylase 1 (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary and hepatic alpha-amylase)	Mus musculus (Mouse)	carbohydrate metabolic process [GO:0005975]; response to bacterium [GO:0009617]	GO:0004556; GO:0005615; GO:0005975; GO:0009617; GO:0016160; GO:0046872
Ab_contig_3021	O77022	1.02e-28	NA	NA	NA	NA
Ab_contig_3027	P13437	3.92e-29	3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acetyltransferase) (EC 2.3.1.9) (Acetyl-CoA acyltransferase) (Acyl-CoA hydrolase, mitochondrial) (EC 3.1.2.-, EC 3.1.2.1, EC 3.1.2.2) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase)	Rattus norvegicus (Rat)	acetyl-CoA metabolic process [GO:0006084]; cellular response to hypoxia [GO:0071456]; fatty acid beta-oxidation [GO:0006635]; negative regulation of mitochondrial membrane permeability involved in apoptotic process [GO:1902109]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]	GO:0003985; GO:0003986; GO:0003988; GO:0005739; GO:0005759; GO:0006084; GO:0006635; GO:0047617; GO:0071456; GO:1901029; GO:1902109
Ab_contig_3044	Q5PLM6	3.79e-24	NA	NA	NA	NA
Ab_contig_3049	P51688	1.41e-29	NA	NA	NA	NA
Ab_contig_3077	C9JRZ8	1.56e-36	Aldo-keto reductase family 1 member B15 (EC 1.1.1.-) (EC 1.1.1.300) (EC 1.1.1.54) (Estradiol 17-beta-dehydrogenase AKR1B15) (Farnesol dehydrogenase) (EC 1.1.1.216) (Testosterone 17beta-dehydrogenase) (EC 1.1.1.64)	Homo sapiens (Human)	estrogen biosynthetic process [GO:0006703]	GO:0004032; GO:0004303; GO:0005739; GO:0005759; GO:0005829; GO:0006703; GO:0016616; GO:0047045; GO:0047655; GO:0047886; GO:0052650
Ab_contig_3105	Q5ZKI4	7.44e-39	NA	NA	NA	NA
Ab_contig_3106	Q6AYD3	1.48e-47	NA	NA	NA	NA
Ab_contig_3114	Q9CPU4	4.24e-39	NA	NA	NA	NA
Ab_contig_3120	P14211	2.57e-35	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP)	Mus musculus (Mouse)	cardiac muscle cell differentiation [GO:0055007]; cellular response to electrical stimulus [GO:0071257]; cellular response to lithium ion [GO:0071285]; cellular response to virus [GO:0098586]; cellular senescence [GO:0090398]; cortical actin cytoskeleton organization [GO:0030866]; negative regulation of intracellular steroid hormone receptor signaling pathway [GO:0033144]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; negative regulation of trophoblast cell migration [GO:1901164]; peptide antigen assembly with MHC class I protein complex [GO:0002502]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of dendritic cell chemotaxis [GO:2000510]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of gene expression [GO:0010628]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of phagocytosis [GO:0050766]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; protein export from nucleus [GO:0006611]; protein folding [GO:0006457]; protein localization to nucleus [GO:0034504]; protein stabilization [GO:0050821]; regulation of meiotic nuclear division [GO:0040020]; response to biphenyl [GO:1904614]; response to estradiol [GO:0032355]; response to glycoside [GO:1903416]; response to peptide [GO:1901652]; response to testosterone [GO:0033574]; response to xenobiotic stimulus [GO:0009410]; spermatogenesis [GO:0007283]	GO:0000122; GO:0001669; GO:0001849; GO:0002502; GO:0003729; GO:0005049; GO:0005178; GO:0005506; GO:0005509; GO:0005576; GO:0005615; GO:0005635; GO:0005783; GO:0005788; GO:0005790; GO:0005829; GO:0005840; GO:0006457; GO:0006611; GO:0007283; GO:0008284; GO:0009410; GO:0009897; GO:0010595; GO:0010628; GO:0016020; GO:0017148; GO:0030246; GO:0030866; GO:0031625; GO:0032355; GO:0033018; GO:0033144; GO:0033574; GO:0034504; GO:0040020; GO:0042277; GO:0042562; GO:0042824; GO:0044194; GO:0044322; GO:0045335; GO:0045665; GO:0045787; GO:0048387; GO:0048471; GO:0050681; GO:0050766; GO:0050821; GO:0051082; GO:0055007; GO:0060473; GO:0062023; GO:0071257; GO:0071285; GO:0090398; GO:0098586; GO:0098794; GO:0098978; GO:0140313; GO:1900026; GO:1901164; GO:1901224; GO:1901652; GO:1903416; GO:1904614; GO:2000510
Ab_contig_3124	P03886	2.86e-21	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Homo sapiens (Human)	aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to hydroperoxide [GO:0033194]; response to hypoxia [GO:0001666]; response to organic cyclic compound [GO:0014070]; response to xenobiotic stimulus [GO:0009410]	GO:0001666; GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0009410; GO:0014070; GO:0030425; GO:0031966; GO:0032981; GO:0033194; GO:0042776; GO:0043025; GO:0045271
Ab_contig_3139	Q29RU9	7.06e-24	NA	NA	NA	NA
Ab_contig_3144	P31161	6.03e-36	NA	NA	NA	NA
Ab_contig_3150	P24367	2.58e-26	NA	NA	NA	NA
Ab_contig_3179	P54864	6.7e-26	NA	NA	NA	NA
Ab_contig_3185	P08712	1.21e-67	NA	NA	NA	NA
Ab_contig_3196	Q17029	2.78e-65	NA	NA	NA	NA
Ab_contig_3201	Q9BS18	1.59e-26	NA	NA	NA	NA
Ab_contig_3202	B3EWZ5	2.27e-21	NA	NA	NA	NA
Ab_contig_3210	Q6YHK3	6.05e-26	NA	NA	NA	NA
Ab_contig_3214	O60911	5.91e-45	Cathepsin L2 (EC 3.4.22.43) (Cathepsin U) (Cathepsin V)	Homo sapiens (Human)	antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; extracellular matrix disassembly [GO:0022617]; immune response [GO:0006955]; positive regulation of apoptotic signaling pathway [GO:2001235]; proteolysis involved in protein catabolic process [GO:0051603]	GO:0004197; GO:0004252; GO:0005576; GO:0005615; GO:0006955; GO:0008234; GO:0008656; GO:0019886; GO:0022617; GO:0043202; GO:0051603; GO:2001235
Ab_contig_3220	Q0VC91	5.76e-39	NA	NA	NA	NA
Ab_contig_3230	P81178	5.25e-73	NA	NA	NA	NA
Ab_contig_3232	P26456	5e-51	NA	NA	NA	NA
Ab_contig_3242	Q9CQC9	4.03e-87	NA	NA	NA	NA
Ab_contig_3250	Q9VHS8	3.9e-37	NA	NA	NA	NA
Ab_contig_3256	P86221	8.53e-43	NA	NA	NA	NA
Ab_contig_3259	P17563	3.88e-33	Methanethiol oxidase (MTO) (EC 1.8.3.4) (56 kDa selenium-binding protein) (SBP56) (SP56) (Selenium-binding protein 1)	Mus musculus (Mouse)	brown fat cell differentiation [GO:0050873]; protein transport [GO:0015031]	GO:0005634; GO:0005829; GO:0008430; GO:0015031; GO:0016020; GO:0018549; GO:0050873
Ab_contig_3269	Q8WPJ2	7.76e-28	NA	NA	NA	NA
Ab_contig_3276	P41386	4.92e-138	NA	NA	NA	NA
Ab_contig_3278	B2RY56	1.47e-45	NA	NA	NA	NA
Ab_contig_3329	P56395	9.05e-40	NA	NA	NA	NA
Ab_contig_3342	O43451	4.8e-31	Maltase-glucoamylase (Alpha-1,4-glucosidase) (EC 3.2.1.20)	Homo sapiens (Human)	dextrin catabolic process [GO:1901027]; maltose catabolic process [GO:0000025]; starch catabolic process [GO:0005983]	GO:0000025; GO:0003824; GO:0004339; GO:0004558; GO:0004574; GO:0005886; GO:0005983; GO:0016160; GO:0016324; GO:0030246; GO:0070062; GO:0070821; GO:0101003; GO:1901027
Ab_contig_3350	Q5PQ44	2.74e-51	NA	NA	NA	NA
Ab_contig_3359	P28073	1.92e-64	NA	NA	NA	NA
Ab_contig_3370	Q9HBK9	2.25e-21	NA	NA	NA	NA
Ab_contig_3371	Q01105	4.58e-36	NA	NA	NA	NA
Ab_contig_3372	Q8IXL7	1.1e-56	NA	NA	NA	NA
Ab_contig_3381	Q6P8E9	3.59e-30	NA	NA	NA	NA
Ab_contig_3393	Q3ZC42	1.03e-32	NA	NA	NA	NA
Ab_contig_3404	Q6RY07	1.18e-73	NA	NA	NA	NA
Ab_contig_3407	Q03168	1.54e-44	NA	NA	NA	NA
Ab_contig_3414	Q9VZS3	1.37e-38	NA	NA	NA	NA
Ab_contig_3415	Q6VV72	1.38e-30	NA	NA	NA	NA
Ab_contig_3416	P79896	1.35e-34	NA	NA	NA	NA
Ab_contig_3417	P27080	4.21e-38	NA	NA	NA	NA
Ab_contig_3418	Q9U8W7	6.01e-21	NA	NA	NA	NA
Ab_contig_3439	A5D6U8	6.96e-24	NA	NA	NA	NA
Ab_contig_3445	Q27245	1.11e-24	NA	NA	NA	NA
Ab_contig_3449	Q5R8D7	6.09e-22	NA	NA	NA	NA
Ab_contig_3460	P48601	9.55e-65	NA	NA	NA	NA
Ab_contig_3474	Q60445	3.77e-34	NA	NA	NA	NA
Ab_contig_3480	Q9DBG6	6.46e-40	NA	NA	NA	NA
Ab_contig_3481	P21300	4.72e-45	NA	NA	NA	NA
Ab_contig_3513	Q99020	9.33e-27	NA	NA	NA	NA
Ab_contig_3518	P60901	6.83e-61	NA	NA	NA	NA
Ab_contig_3523	Q3KQG9	2.16e-21	NA	NA	NA	NA
Ab_contig_3527	Q10583	8.33e-86	NA	NA	NA	NA
Ab_contig_3527	Q10583	3.12e-46	NA	NA	NA	NA
Ab_contig_3527	Q10583	3.41e-46	NA	NA	NA	NA
Ab_contig_3527	Q10583	4.77e-45	NA	NA	NA	NA
Ab_contig_3527	Q10583	1.36e-41	NA	NA	NA	NA
Ab_contig_3527	Q10583	7.52e-40	NA	NA	NA	NA
Ab_contig_3527	Q10583	5.6e-38	NA	NA	NA	NA
Ab_contig_3527	Q10583	1.02e-36	NA	NA	NA	NA
Ab_contig_3530	Q07352	2.43e-29	NA	NA	NA	NA
Ab_contig_3532	P54316	9.62e-25	NA	NA	NA	NA
Ab_contig_3536	Q07E02	1.72e-26	NA	NA	NA	NA
Ab_contig_3545	C6EUD4	5.2e-47	NA	NA	NA	NA
Ab_contig_3555	Q5R664	4.07e-31	NA	NA	NA	NA
Ab_contig_3566	Q6MZM0	3.02e-21	NA	NA	NA	NA
Ab_contig_3569	P70665	8.45e-25	NA	NA	NA	NA
Ab_contig_3570	P53675	2.54e-65	NA	NA	NA	NA
Ab_contig_3574	Q5ZJH8	2.54e-30	NA	NA	NA	NA
Ab_contig_3576	P49424	1.8e-25	NA	NA	NA	NA
Ab_contig_3580	Q8R081	4.64e-21	NA	NA	NA	NA
Ab_contig_3591	P36404	1.48e-46	NA	NA	NA	NA
Ab_contig_3592	Q5R493	2.9e-36	NA	NA	NA	NA
Ab_contig_3598	Q7ZVF3	1.67e-58	NA	NA	NA	NA
Ab_contig_3613	Q9BWD1	3.04e-32	NA	NA	NA	NA
Ab_contig_3623	P33198	2.16e-79	NA	NA	NA	NA
Ab_contig_3630	Q8IZJ3	9.05e-25	NA	NA	NA	NA
Ab_contig_3632	Q567U6	1.24e-22	NA	NA	NA	NA
Ab_contig_3635	Q8WPJ2	2.72e-42	NA	NA	NA	NA
Ab_contig_3638	Q11212	2.36e-47	NA	NA	NA	NA
Ab_contig_3643	P35232	4.84e-48	NA	NA	NA	NA
Ab_contig_3648	Q5VYJ5	1.1e-23	NA	NA	NA	NA
Ab_contig_3660	Q8VCE6	3.07e-22	NA	NA	NA	NA
Ab_contig_3672	Q10584	7.44e-41	NA	NA	NA	NA
Ab_contig_3679	Q5RFR8	9e-27	NA	NA	NA	NA
Ab_contig_3696	Q9VCC3	2.07e-46	NA	NA	NA	NA
Ab_contig_3702	P34935	2.12e-59	NA	NA	NA	NA
Ab_contig_3720	P78543	4.38e-37	NA	NA	NA	NA
Ab_contig_3722	P06603	4.2e-120	Tubulin alpha-1 chain (EC 3.6.5.-)	Drosophila melanogaster (Fruit fly)	lysosome localization [GO:0032418]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]	GO:0000226; GO:0000235; GO:0000278; GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005813; GO:0005819; GO:0005874; GO:0016787; GO:0032418; GO:0046872; GO:0048471
Ab_contig_3734	P24367	8.12e-38	NA	NA	NA	NA
Ab_contig_3745	Q5R5X8	3.02e-30	NA	NA	NA	NA
Ab_contig_3748	Q9VWP4	3.61e-33	NA	NA	NA	NA
Ab_contig_3755	B3EWZ6	2.62e-24	NA	NA	NA	NA
Ab_contig_3755	B3EWZ6	4.91e-21	NA	NA	NA	NA
Ab_contig_3766	P40423	1.93e-47	NA	NA	NA	NA
Ab_contig_3769	P26256	1.3e-24	NA	NA	NA	NA
Ab_contig_3779	P09645	6.85e-101	NA	NA	NA	NA
Ab_contig_3787	Q55BZ5	1.02e-25	NA	NA	NA	NA
Ab_contig_3789	Q5R7A2	2.3e-22	NA	NA	NA	NA
Ab_contig_3793	Q07598	2.15e-45	NA	NA	NA	NA
Ab_contig_3800	P0DMQ6	1.25e-26	Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) (Polyol dehydrogenase)	Gallus gallus (Chicken)	fructose biosynthetic process [GO:0046370]; fructose metabolic process [GO:0006000]; NADH oxidation [GO:0006116]; NADH regeneration [GO:0006735]; sorbitol biosynthetic process [GO:0006061]; sorbitol catabolic process [GO:0006062]	GO:0003939; GO:0006000; GO:0006061; GO:0006062; GO:0006116; GO:0006735; GO:0008270; GO:0031514; GO:0031966; GO:0032991; GO:0046370; GO:0051287
Ab_contig_3820	P24406	1.6e-49	NA	NA	NA	NA
Ab_contig_3827	A2RRT9	1.44e-42	NA	NA	NA	NA
Ab_contig_3834	P47738	3.54e-43	NA	NA	NA	NA
Ab_contig_3835	P0A962	2.07e-25	L-asparaginase 1 (EC 3.5.1.1) (L-asparaginase I) (L-ASNase I) (L-asparagine amidohydrolase I)	Escherichia coli (strain K12)	asparagine catabolic process via L-aspartate [GO:0033345]; protein homotetramerization [GO:0051289]	GO:0004067; GO:0005737; GO:0005829; GO:0033345; GO:0042802; GO:0051289
Ab_contig_3839	Q8WPW2	1.49e-55	NA	NA	NA	NA
Ab_contig_3840	P50430	2.23e-28	NA	NA	NA	NA
Ab_contig_3843	O04893	1.44e-31	NA	NA	NA	NA
Ab_contig_3848	P07909	1.99e-36	Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (PEN repeat clone P9) (hnRNP core protein A1-A)	Drosophila melanogaster (Fruit fly)	compound eye morphogenesis [GO:0001745]; female germ-line stem cell population maintenance [GO:0036099]; negative regulation of RNA splicing [GO:0033119]; oogenesis [GO:0048477]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; positive regulation of translation [GO:0045727]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]	GO:0000381; GO:0001745; GO:0003729; GO:0003730; GO:0005634; GO:0005703; GO:0033119; GO:0034046; GO:0036099; GO:0043565; GO:0045727; GO:0048026; GO:0048027; GO:0048477; GO:1990904
Ab_contig_3861	P38657	1.11e-22	NA	NA	NA	NA
Ab_contig_3862	Q920L2	2.93e-35	NA	NA	NA	NA
Ab_contig_3864	Q7T2A5	3.2e-28	NA	NA	NA	NA
Ab_contig_3867	Q7ZU99	1.31e-51	NA	NA	NA	NA
Ab_contig_3877	P51544	4.81e-55	NA	NA	NA	NA
Ab_contig_3878	P25786	1.38e-32	NA	NA	NA	NA
Ab_contig_3884	Q80Y14	6.36e-47	NA	NA	NA	NA
Ab_contig_3898	Q6NYV5	2.89e-24	NA	NA	NA	NA
Ab_contig_3904	O97396	7.2e-29	NA	NA	NA	NA
Ab_contig_3910	Q04619	3.44e-30	NA	NA	NA	NA
Ab_contig_3915	Q5BKF8	1.11e-26	NA	NA	NA	NA
Ab_contig_3916	P82933	1.1e-26	NA	NA	NA	NA
Ab_contig_3930	Q6GL74	9.85e-45	NA	NA	NA	NA
Ab_contig_3932	Q66L17	2.9e-32	NA	NA	NA	NA
Ab_contig_3935	Q7ZV22	2.78e-43	NA	NA	NA	NA
Ab_contig_3939	Q64459	1.77e-31	NA	NA	NA	NA
Ab_contig_3941	Q5RFE4	3.88e-25	NA	NA	NA	NA
Ab_contig_3964	A7RWP6	2.55e-36	NA	NA	NA	NA
Ab_contig_3969	Q8R0X7	1.18e-28	NA	NA	NA	NA
Ab_contig_3973	G9JJU2	3.93e-21	NA	NA	NA	NA
Ab_contig_3988	P23004	1.06e-32	NA	NA	NA	NA
Ab_contig_4013	Q29122	1.48e-30	NA	NA	NA	NA
Ab_contig_4014	B1YMY4	2.31e-28	NA	NA	NA	NA
Ab_contig_4021	P14152	1.28e-33	Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Aromatic alpha-keto acid reductase) (KAR) (EC 1.1.1.96) (Cytosolic malate dehydrogenase)	Mus musculus (Mouse)	gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; malate metabolic process [GO:0006108]; malate-aspartate shuttle [GO:0043490]; tricarboxylic acid cycle [GO:0006099]	GO:0005739; GO:0005829; GO:0006094; GO:0006099; GO:0006108; GO:0030060; GO:0043209; GO:0043490; GO:0046166; GO:0047995
Ab_contig_4026	Q68FS2	2.34e-29	NA	NA	NA	NA
Ab_contig_4034	P53013	1.67e-50	NA	NA	NA	NA
Ab_contig_4048	Q7JQ07	2.72e-24	NA	NA	NA	NA
Ab_contig_4051	Q6GPQ4	2.11e-37	NA	NA	NA	NA
Ab_contig_4052	P86725	3.71e-54	NA	NA	NA	NA
Ab_contig_4061	Q05AL1	1.41e-33	NA	NA	NA	NA
Ab_contig_4062	Q9QXN5	1.13e-52	NA	NA	NA	NA
Ab_contig_4063	P08574	3.76e-29	Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)	Homo sapiens (Human)	cellular respiration [GO:0045333]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; response to glucagon [GO:0033762]	GO:0005634; GO:0005739; GO:0005743; GO:0006122; GO:0008121; GO:0016020; GO:0020037; GO:0033762; GO:0045275; GO:0045333; GO:0046872
Ab_contig_4095	O02654	1.93e-43	NA	NA	NA	NA
Ab_contig_4109	Q5FYB1	6.78e-21	NA	NA	NA	NA
Ab_contig_4111	P27117	1.54e-48	NA	NA	NA	NA
Ab_contig_4113	Q9H0H0	4.77e-23	NA	NA	NA	NA
Ab_contig_4117	Q6DDL7	8.4e-40	NA	NA	NA	NA
Ab_contig_4129	P16580	1.77e-37	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate decarboxylase) (EC 4.1.1.15) (Glutamate--ammonia ligase) (p42)	Gallus gallus (Chicken)	glutamine biosynthetic process [GO:0006542]	GO:0004351; GO:0004356; GO:0005524; GO:0005737; GO:0005739; GO:0006542; GO:0046872
Ab_contig_4154	Q9I8D1	3.57e-48	NA	NA	NA	NA
Ab_contig_4157	O97524	1.77e-29	NA	NA	NA	NA
Ab_contig_4167	P61928	2.67e-34	NA	NA	NA	NA
